id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43833087,❤ Superb Penthouse with terrace close to City & EC,2315621,Aerlin,,Schaerbeek,50.85034,4.38885,Entire home/apt,25,2,14,2022-06-01,0.61,4,2,11,
43841514,Cosy studio in the heart of Brussels,118087361,Frédéric,,Bruxelles,50.84849,4.34636,Entire home/apt,83,1,193,2022-05-31,7.98,5,3,103,
43846832,Elsense. Bedroom in a sunny house near the EU,59358894,Samah,,Ixelles,50.83065,4.36878,Private room,39,3,6,2022-05-01,0.26,1,315,3,
43860602,Classic vintage and central  apartment,12322311,Franck,,Bruxelles,50.85539,4.3465,Private room,70,2,3,2021-07-12,0.14,1,0,1,
43865757,Grande chambre avec salle de bain privée,44082068,Geoffrey,,Saint-Gilles,50.8255,4.34545,Private room,25,5,3,2021-08-19,0.13,1,25,2,
43869191,The Lovely Apartment - European Parliament,102877358,Cédric,,Etterbeek,50.83739,4.38245,Entire home/apt,72,2,123,2022-06-12,5.24,21,20,73,
43872728,Studio avec vue sur les toits de Bruxelles,148762179,Jessica,,Schaerbeek,50.87436,4.3924,Entire home/apt,40,30,4,2022-04-14,0.19,1,6,2,
43874546,Evere: pleasant and functional appartement,74182261,Lise,,Evere,50.87171,4.39928,Entire home/apt,80,5,0,,,1,0,0,
43879418,"Cosy, quiet ground floor - with garden",17952597,Vanessa,,Schaerbeek,50.8745,4.38251,Entire home/apt,48,3,3,2022-05-29,0.66,1,18,3,
43882224,Grand Place Design Residence,172298771,Yann,,Bruxelles,50.84789,4.34919,Entire home/apt,130,30,29,2021-12-28,1.23,28,321,18,
43886209,Cosy & well located flat in Brussels,62310428,Paul,,Schaerbeek,50.86452,4.39137,Entire home/apt,35,1,1,2020-09-08,0.05,1,59,0,
43891776,Chambre spacieuse et confortable à Saint Gilles,53191349,Emilien,,Saint-Gilles,50.83129,4.35183,Private room,35,4,2,2020-06-29,0.08,1,0,0,
43898077,Cozy room in a green area/ European district,137309547,Sim,,Schaerbeek,50.84661,4.39576,Private room,50,1,6,2022-02-27,0.26,1,288,2,
43906614,One bedroom flat in an artists' house,90927788,Xavier,,Schaerbeek,50.8655,4.37203,Entire home/apt,65,1,81,2022-05-25,3.49,1,0,56,
43917666,Small studio apartment in the center of Brussels,128827840,Amit,,Molenbeek-Saint-Jean,50.85375,4.34132,Entire home/apt,35,6,2,2022-05-28,1.82,1,5,2,
43922000,Nice and cosy appartement in the heart of Brussels,135564430,Sarah,,Saint-Gilles,50.82780075073242,4.341465950012207,Entire home/apt,83,4,63,2022-06-11,2.67,1,68,41,
43922786,Charming mini-loft with a terrace.,189315430,Daphné,,Bruxelles,50.85513,4.34937,Entire home/apt,52,14,6,2022-04-23,0.30,24,183,4,
43923520,Studio cosy et lumineux à Ixelles,351667641,Joelle,,Bruxelles,50.82937,4.36348,Entire home/apt,65,3,58,2022-05-29,2.50,1,313,44,
43928095,Very nice room near brussels midi train station B2,36296501,Afshin,,Anderlecht,50.83591,4.32787,Private room,20,500,59,2021-06-22,2.46,3,365,1,
43935008,Studio dans un quartier animé de Bruxelles,351785359,Cecile,,Saint-Gilles,50.83232,4.33878,Entire home/apt,45,3,17,2021-08-22,0.72,1,0,5,
43939113,Hotel Le Neufchatel,351832718,Romain,,Saint-Gilles,50.82635,4.35267,Private room,103,1,4,2022-02-14,0.17,3,252,3,
43966344,Quiet room with a king bed w/private bathroom,47619282,Midori,,Woluwe-Saint-Lambert,50.84776,4.44383,Private room,38,4,33,2022-06-03,1.40,2,45,23,
45539698,Z NOTRE DAME,11409179,Coco,,Bruxelles,50.8469,4.34736,Entire home/apt,100,1,29,2022-05-17,1.63,13,259,21,
45539787,Le cabinet de curiosités,13987912,Edward,,Saint-Gilles,50.82924,4.3472,Entire home/apt,37,4,4,2022-03-20,0.54,1,0,4,
45541619,Designed 1 bedroom flat with a terrace,51206149,Oksana,,Saint-Gilles,50.82289,4.34354,Entire home/apt,105,2,17,2022-05-29,0.85,1,9,16,
45553577,Room with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83313,4.34995,Private room,69,7,6,2022-05-05,0.38,42,74,5,
45562492,Brussels West Side,368922787,Adil,,Molenbeek-Saint-Jean,50.84993,4.32605,Entire home/apt,217,2,14,2022-05-10,0.77,2,356,12,
45564078,Appartement Bruxelles,2933323,Feliks,,Anderlecht,50.82232,4.30023,Entire home/apt,85,2,1,2021-06-09,0.08,1,11,0,
45571781,2 bedroom apartment close to Brussels Louise,368839651,David,,Saint-Gilles,50.83343,4.3511,Private room,110,14,9,2022-04-20,0.43,42,51,6,
45579377,Room with private kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83142,4.35082,Entire home/apt,69,7,6,2022-05-28,0.59,42,75,6,
45588567,Room with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83194,4.34936,Entire home/apt,79,7,13,2022-05-13,0.63,42,66,10,
45593304,Beautiful flat in the prestigious Avenue Louise,369254306,Florent,,Ixelles,50.82765,4.36583,Entire home/apt,49,3,1,2020-12-03,0.05,1,0,0,
45594519,Studio with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83114,4.35122,Entire home/apt,79,7,6,2021-11-08,0.55,42,77,6,
45594718,Studio with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83114,4.34995,Entire home/apt,79,7,8,2022-03-29,0.61,42,77,7,
45594761,Studio with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83306,4.35142,Entire home/apt,69,7,6,2022-05-30,0.56,42,73,6,
45615384,Studio with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83324,4.3514,Entire home/apt,55,7,12,2022-05-29,0.61,42,49,11,
45628160,Studio with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83146,4.3494,Entire home/apt,79,7,10,2022-05-18,0.63,42,63,7,
45628450,Studio with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83281,4.34925,Entire home/apt,71,7,12,2022-05-19,0.58,42,37,7,
45628583,Penthouse - City Views/Free Parking/Luggage Room,1006241,Camila,,Schaerbeek,50.85054,4.40064,Entire home/apt,139,2,55,2022-06-04,3.10,30,303,49,
45632170,Lovely studio in the heart of Brussels,276585064,Charlotte,,Bruxelles,50.84891,4.35402,Entire home/apt,48,28,12,2022-04-23,0.62,21,91,10,
45636126,Room with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83107,4.35095,Entire home/apt,69,7,5,2022-04-24,0.26,42,47,4,
45636169,Room with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83256,4.34924,Entire home/apt,79,7,6,2022-05-14,0.59,42,66,6,
45636200,Room with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83132,4.34969,Entire home/apt,79,5,5,2022-04-23,0.24,42,69,4,
45645920,"Blue Alice Brussels, Balcony",75338423,Geraldine,,Watermael-Boitsfort,50.8094,4.40008,Entire home/apt,90,1,19,2022-05-29,0.94,2,147,11,
45653376,Magnifique Appart Plein centre 4 personnes,172348019,Yann,,Bruxelles,50.84846,4.3452,Entire home/apt,80,2,0,,,1,0,0,
45663171,Luminous flat beautifully located near ULB,493189,Aurore Et Bogdan,,Ixelles,50.81042,4.38858,Private room,42,3,4,2022-05-29,0.25,1,16,3,
45669429,NEW! Elegant Brussels Townhouse With Garden,334724029,Keys2Casa,,Auderghem,50.81224,4.43277,Entire home/apt,248,3,2,2022-05-15,1.00,1,337,2,
45670436,Magnifique Studio - best location,19293722,Pauline Et Elliot,,Ixelles,50.82853,4.3584,Entire home/apt,65,5,20,2022-05-31,1.00,40,66,14,
45674348,Very nice atypical duplex Grand Place,189315430,Daphné,,Bruxelles,50.84326,4.35308,Entire home/apt,58,28,8,2022-03-16,0.51,24,87,7,
45678029,Maison 2 chambres et bureau dans cité-jardin,36162256,Julie,,Woluwe-Saint-Pierre,50.82392,4.46103,Entire home/apt,53,30,0,,,1,271,0,
45682820,Studio with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83105,4.35151,Entire home/apt,79,7,5,2021-10-30,0.32,42,68,3,
45682824,Studio with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83344,4.35112,Entire home/apt,79,7,11,2022-05-20,0.92,42,61,11,
45682913,Studio with equipped kitchen at hotel residence,368839651,David,,Saint-Gilles,50.83289,4.35142,Entire home/apt,79,7,10,2022-04-20,0.51,42,74,7,
45684033,Not a fancy but definitely cosy stay!,127363994,Paci,,Schaerbeek,50.85791,4.37045,Entire home/apt,65,2,0,,,1,115,0,
41766223,Luxurious Loft 15 minutes walk from Grand Place,287339636,Sam,,Bruxelles,50.85176,4.36367,Entire home/apt,315,2,2,2020-07-05,0.07,6,330,0,
41768971,Single room,94335422,Clara,,Uccle,50.81321,4.34496,Private room,80,3,0,,,2,158,0,
41782659,Studio Lumineux a 10min de la Place Flagey,330122146,Oussama,,Ixelles,50.826,4.3846,Entire home/apt,70,2,16,2022-06-06,0.56,1,169,13,
41789413,Nice Apartment in a calm area of Brussels,96568046,Emilie,,Uccle,50.8145,4.36674,Entire home/apt,79,2,9,2022-05-22,0.31,1,93,3,
41789965,💕Bright Studio💕Heart of Brussels💕Courtyard💕,330181518,Al,,Bruxelles,50.84285,4.34729,Entire home/apt,77,1,47,2022-06-09,1.66,1,193,35,
41797151,MANNEKEN,11409179,Coco,,Bruxelles,50.84603,4.34702,Entire home/apt,130,2,79,2022-06-04,2.73,13,304,48,
41798192,Art total,85938617,Audrey,,Ixelles,50.81851,4.36237,Entire home/apt,73,1,14,2022-01-25,0.51,1,318,11,
41817323,Studio **** / Centre / European Institutions,106625371,Wassime,,Etterbeek,50.83197,4.38212,Entire home/apt,58,2,0,,,1,360,0,
41828891,Enjoy your stay,324140994,Ahmed,,Bruxelles,50.8724,4.35193,Private room,48,1,4,2020-03-06,0.14,1,200,0,
41831645,Cosy red-brick studio in the heart of Brussels,118087361,Frédéric,,Bruxelles,50.84665,4.34473,Entire home/apt,71,1,212,2022-05-29,7.35,5,1,88,
41864551,Two bedroom apartment near Molenbeek Swimming Pool,302716546,Rebecca,,Molenbeek-Saint-Jean,50.85307,4.31093,Entire home/apt,65,3,3,2020-12-02,0.11,2,257,0,
41867752,Chambres chez l'hôte avec lit double,54061539,Laurent,,Ixelles,50.8185,4.3888,Private room,33,1,5,2022-01-23,0.32,6,233,2,
41877830,Appartemment convivial à Bruxelles,331153450,Naomi,,Jette,50.87481,4.32618,Entire home/apt,59,2,89,2022-05-01,3.10,1,241,45,
41909837,"Stylish and modern apartment, in EU District",331404665,Belli,,Etterbeek,50.83897,4.38141,Entire home/apt,99,7,10,2021-12-18,0.39,1,306,5,
41911665,mm,294212573,Diana,,Bruxelles,50.84988,4.38305,Entire home/apt,400,10,1,2020-03-15,0.04,1,178,0,
41922598,Bright apartment with 15mq terrace in Saint Gilles,15080123,Daniela,,Saint-Gilles,50.82257,4.34348,Entire home/apt,40,3,4,2021-08-22,0.27,1,0,2,
41928009,Cozy Apartment Expo Atomiumum,126236468,Elektra,,Bruxelles,50.89356,4.32901,Entire home/apt,60,7,4,2022-03-24,0.14,1,354,3,
41936202,Nice apartment in the European district,144168398,Max,,Bruxelles,50.84261,4.37526,Entire home/apt,90,1,2,2021-12-22,0.33,13,0,2,
41944335,Bright 1 room apartment,27627767,Elise,,Schaerbeek,50.85691,4.38848,Entire home/apt,80,3,0,,,2,0,0,
41957594,Appartement chaleureux à coté du centre,327018346,Nye Pungu,,Saint-Josse-ten-Noode,50.85608,4.3676,Entire home/apt,62,2,22,2022-05-22,0.77,1,106,11,
41977717,Cosy and charming apart Châtelain,66068308,Benedetta,,Ixelles,50.82912,4.36887,Entire home/apt,200,2,5,2022-06-05,0.64,2,45,5,
41982511,"Perfect Location, Cozy Apartment! Free parking",24351093,German,,Ixelles,50.83728,4.3703,Entire home/apt,191,1,14,2022-05-15,0.50,5,324,12,
41988178,Bright appartement in the center of EU area,22197330,Julie,,Bruxelles,50.84556,4.37095,Entire home/apt,85,2,11,2022-02-28,1.43,1,0,11,
41990851,Spatious appartment close to center of Brussels,98775913,Ametha,,Bruxelles,50.856,4.35304,Entire home/apt,100,2,5,2021-12-12,0.18,1,148,4,
41993445,"Benjamin Henri I, visit Brussels in style",109157045,Dries,,Anderlecht,50.83553,4.3288,Entire home/apt,227,21,5,2022-03-19,0.18,2,49,1,
42006856,Bright airy apartment in lovely Brugmann area,3316231,Mia,,Ixelles,50.81904,4.35415,Entire home/apt,100,3,47,2022-06-13,2.37,2,31,37,
42012276,Chambre privée dans appart rénové au Châtelain,235629948,Marie-Clothilde,,Ixelles,50.82281,4.35536,Private room,30,1,7,2020-12-29,0.25,1,0,0,
42012523,Studio confortable proche du quartier européen,325230421,Manuel,,Etterbeek,50.83743,4.382,Entire home/apt,60,1,55,2022-04-18,2.84,1,9,38,
42012976,Top Studio Marolles,36249103,Gilles,,Bruxelles,50.83935,4.34953,Entire home/apt,55,1,33,2022-05-29,1.15,5,318,28,
42020555,Nice Studio in Marolles!! :-),36249103,Gilles,,Bruxelles,50.83744,4.34882,Entire home/apt,55,1,67,2022-05-31,2.37,5,314,62,
42029615,Awesome Studio in Marolles!! #,36249103,Gilles,,Bruxelles,50.83947,4.34965,Entire home/apt,55,1,20,2022-05-31,0.71,5,316,16,
42033955,Belle et grande chambre.,460437,Joëlle & Mario,,Watermael-Boitsfort,50.81121,4.39376,Private room,45,1,26,2022-02-06,0.93,6,196,11,
42040959,"Lovely ""pied à terre"" in a central neighbourhood",6540102,Liam,,Saint-Gilles,50.82532,4.35213,Private room,30,5,8,2021-12-23,0.36,3,106,2,
42054993,Duplex Sauna Jaccuzi au centre de Bruxelles,43159754,Julien,,Bruxelles,50.84218,4.35637,Entire home/apt,400,1,4,2021-11-20,0.46,1,362,4,
42055001,Cosy flat with garden in flagey Ixelles,45974027,Minh,,Ixelles,50.82512,4.37809,Entire home/apt,70,21,2,2020-05-01,0.07,1,42,0,
42058811,Cosy Double Room in city center,308125498,Ibrahim,,Koekelberg,50.86328,4.32956,Private room,200,15,1,2021-08-31,0.10,3,26,1,
42059260,New single Room @City center,308125498,Ibrahim,,Koekelberg,50.86333,4.32794,Private room,46,1,0,,,3,254,0,
42060580,Apartment in St Gilles,27856140,Jaime,,Saint-Gilles,50.82673,4.34576,Entire home/apt,32,25,2,2022-02-25,0.07,1,0,1,
42070240,"Cozy Studio near EU institutions, Brussel center!",333453683,Ibrahim,,Etterbeek,50.82665,4.39639,Entire home/apt,60,3,3,2022-05-08,0.62,1,335,3,
42079301,Chambre avec vue sur les arbres,19397121,Hubert,,Forest,50.81985,4.34296,Private room,56,1,13,2022-06-11,1.44,1,124,13,
42095015,Nice duplex Louise/Flagey/Châtelain area,9782745,Charlotte,,Ixelles,50.82753,4.36605,Entire home/apt,85,90,144,2021-11-01,5.08,2,88,45,
42109292,Nice apartment & terrace 5 min to centrum,264589109,Zack,,Koekelberg,50.86654,4.3275,Entire home/apt,50,30,32,2021-04-30,1.13,1,70,0,
42119195,Recently renovated small studio,43253295,Ignacio,,Bruxelles,50.84862,4.3682,Entire home/apt,70,2,9,2022-04-29,0.32,2,81,6,
42131095,single room,334212553,Sim,,Etterbeek,50.83949,4.39982,Private room,108,1,5,2022-06-06,0.60,6,358,5,
42131406,Executive Double Room Comfortable Spacious & Quiet,333775756,Hotel Leopold,,Ixelles,50.83944,4.3707,Private room,300,1,0,,,1,365,0,
42159364,La nature près de la ville.,265209234,Oth,,Uccle,50.77801,4.35918,Private room,90,5,2,2022-01-09,0.17,2,199,2,
42163886,Bruxelles COOL,233280419,Hamady,,Anderlecht,50.84156,4.33868,Private room,120,1,5,2020-03-17,0.18,1,43,0,
42167741,EUROPEAN AREA 100m2 Apartment,334433478,Ismaïl,,Etterbeek,50.84054,4.40014,Entire home/apt,115,2,1,2020-02-23,0.04,1,11,0,
42170999,Uccle: private suite in a beautiful house,4800325,Christian,,Uccle,50.79059,4.33714,Private room,66,2,8,2022-05-23,0.86,1,52,8,
42173305,large double bed room with shower ensuite,40455709,Albrecht And Debora,,Bruxelles,50.87657,4.3566,Private room,39,1,23,2022-06-12,0.81,3,6,18,
42175195,Gare de schaerbeek très belle appartement. Propre,329108343,Abdulkadir,,Bruxelles,50.87897,4.37849,Entire home/apt,50,1,1,2020-02-10,0.04,1,0,0,
42185665,Hotel Derby - Double room,334212553,Sim,,Etterbeek,50.83943,4.3999,Private room,131,1,8,2022-06-06,0.28,6,361,5,
42185748,Hotel Derby - Twin room,334212553,Sim,,Etterbeek,50.83943,4.3999,Private room,123,1,2,2022-05-08,0.81,6,354,2,
42185847,Hotel Derby - Triple room,334212553,Sim,,Etterbeek,50.83943,4.3999,Private room,135,1,7,2022-06-06,0.25,6,340,2,
42185902,Hotel Derby - Quadruple room,334212553,Sim,,Etterbeek,50.83943,4.3999,Private room,151,1,0,,,6,304,0,
42185946,Hotel Derby - Family room 5 pers,334212553,Sim,,Etterbeek,50.83943,4.3999,Private room,171,1,16,2022-06-08,0.58,6,343,15,
42198916,Light-Filled Central City Apartment!,84977577,Zachary,,Bruxelles,50.83529,4.35099,Entire home/apt,55,3,7,2021-07-18,0.32,1,0,5,
42209729,Brand New Appartment - Close to Brussels Center,74798918,Ignace,,Schaerbeek,50.85796,4.38417,Entire home/apt,80,4,4,2020-03-09,0.14,1,0,0,
42222908,Chambre Single,334967826,Hotel,,Bruxelles,50.85071,4.35274,Private room,150,1,2,2022-05-26,2,3,259,2,
42224543,Chambre lits jumeaux,334967826,Hotel,,Bruxelles,50.85143,4.35134,Private room,152,1,4,2022-05-24,0.25,3,254,3,
42224697,Chambre triple,334967826,Hotel,,Bruxelles,50.85,4.35271,Private room,199,1,21,2022-03-27,1.59,3,256,20,
42262336,2New Luxe appartment Near Grand Place Free parking,289064524,Mladen,,Bruxelles,50.84952,4.35212,Entire home/apt,155,1,90,2022-06-08,3.18,2,99,80,
42262652,"Double Room close from ""La Grand Place""",333159103,Hôtel La Grande Cloche,,Bruxelles,50.84304,4.34635,Private room,203,1,279,2022-06-13,9.91,1,362,257,
42303113,Appartement de standing dans maison de maitre.,64741622,Morgane,,Forest,50.82031,4.35293,Entire home/apt,100,3,14,2022-05-01,0.66,1,107,12,
42310143,Ensuite bedroom with terrasse in Stephanie,39520827,Camille,,Ixelles,50.83208,4.36092,Private room,60,1,3,2020-09-12,0.11,2,0,0,
42320169,Magnifique Apt CENTRE de Bruxelles UE District,43856382,Wen,,Saint-Josse-ten-Noode,50.84966,4.36965,Entire home/apt,125,3,2,2021-09-18,0.07,1,72,1,
42324216,Bel appartement lumineux & calme -Sud de Bxl,17481445,Natacha,,Uccle,50.79517,4.35424,Entire home/apt,75,5,0,,,1,299,0,
42333753,Brussels style appartment at Josaphat park,28457076,Benedicte,,Schaerbeek,50.85997,4.38219,Entire home/apt,70,10,13,2022-05-02,0.47,1,0,6,
42346078,Cozy appartment in a great neighbourhood,21318515,Antoine,,Schaerbeek,50.85543,4.38969,Entire home/apt,65,30,0,,,1,256,0,
42353630,Unique Brussels house in the city center.,189315430,Daphné,,Bruxelles,50.84756,4.35404,Entire home/apt,98,14,5,2022-02-26,0.33,24,1,4,
42356696,The Lovely Studio - European Parliament - BB,102877358,Cédric,,Etterbeek,50.83954,4.38223,Entire home/apt,61,3,83,2022-06-09,2.98,21,31,60,
42357095,Cozy and bright 70m2 appartment in Châtelain.,259732226,Claudina,,Ixelles,50.82209,4.36537,Entire home/apt,75,3,1,2021-05-16,0.08,1,0,0,
42358406,The Lovely Studio - European Parliament - WB,102877358,Cédric,,Etterbeek,50.83854,4.38198,Entire home/apt,63,1,125,2022-06-09,4.55,21,50,80,
42358585,The Lovely Studio - European Parliament - WA,102877358,Cédric,,Etterbeek,50.83648,4.3818,Entire home/apt,59,2,72,2022-06-07,2.57,21,27,58,
42359296,The Lovely Studio - European Parliament - BA,102877358,Cédric,,Etterbeek,50.83815,4.38207,Entire home/apt,70,2,88,2022-06-08,3.12,21,61,50,
42369942,2 PRIVATE BEDROOM WITH PRIVATE BATHROOM,131792868,Francois,,Bruxelles,50.8548,4.3458,Private room,70,3,17,2022-05-29,0.61,1,12,15,
42384403,Châtelain - cosy appartement avec une cour,9244624,Cec,,Ixelles,50.819593553232416,4.36170787978949,Entire home/apt,65,3,1,2022-06-11,1,1,132,1,
42403551,Appartement cozy à woluwe Saint Lambert,137331013,Marine,,Woluwe-Saint-Lambert,50.84381,4.40834,Entire home/apt,40,2,1,2020-03-17,0.04,1,0,0,
42409908,Stylish apartment next to European District,337548779,Cedric,,Schaerbeek,50.84785,4.4073,Entire home/apt,95,2,3,2020-09-06,0.11,1,0,0,
42423392,Standard Double Room,304097288,Leopold,,Ixelles,50.83852,4.36982,Private room,199,1,0,,,2,165,0,
42431395,Apartment in traditional Brussels house,130158989,Ileen,,Bruxelles,50.87603,4.34588,Entire home/apt,55,2,1,2021-08-06,0.10,1,3,1,
42443969,Nice & quite private studio,337879137,Arnaud,,Ixelles,50.81789,4.37765,Entire home/apt,32,14,0,,,1,1,0,
42445829,Studio en plein centre de Bruxelles,244570189,Enissa,,Bruxelles,50.84595,4.35804,Entire home/apt,65,1,43,2022-05-29,1.54,1,286,41,
42447499,Beautiful family house w/ big garden & terrace,337906513,Els,,Anderlecht,50.840069731836635,4.291601880406492,Entire home/apt,126,5,13,2022-05-24,0.89,1,205,10,
42463685,Appartement lumineux avec magnifique vue,27422904,Peter,,Bruxelles,50.8549,4.34895,Entire home/apt,69,2,12,2021-12-19,0.43,1,0,7,
42480497,En plein ❤️ du piétonnier de Bruxelles 6p /90m2,67796923,Deyna,,Bruxelles,50.84661,4.34893,Entire home/apt,180,2,30,2021-09-19,1.08,2,0,11,
42499541,Hotel Mozart Single room with breakfast,327642769,Mozart  Hotel,,Bruxelles,50.84507,4.35409,Private room,127,1,46,2022-06-10,2.11,3,363,38,
42505658,The homeliness of a town house for 2 guests,335786823,Hotel Manos Premier,,Saint-Gilles,50.82838,4.35573,Private room,245,1,6,2022-04-30,0.26,3,350,2,
42505794,SUPER CENTRAL flat in the heart of Brussels,301534010,Anastasia,,Bruxelles,50.84929,4.35162,Entire home/apt,93,1,274,2022-06-10,9.88,4,65,140,
42506498,"Charmant duplex ""Beau-Séjour""",338499264,Olivier,,Uccle,50.80928,4.36884,Entire home/apt,70,2,31,2022-06-06,1.16,1,185,21,
42531513,Charming loft style studio near the Grand Place,37406275,Gilles,,Bruxelles,50.84815,4.35302,Entire home/apt,103,1,21,2022-06-06,1.58,1,234,20,
42532342,The homeliness of a town house for 2 guests,335786823,Hotel Manos Premier,,Saint-Gilles,50.82838,4.35573,Private room,195,1,28,2022-05-13,1.24,3,350,15,
42536173,SPACIOUS COSY LOFT,17035001,Elodie,,Schaerbeek,50.85291,4.38939,Entire home/apt,120,3,8,2022-05-22,1.03,1,12,8,
42548941,Duplex studio in central Brussels,3498800,Dario,,Bruxelles,50.84092,4.35778,Entire home/apt,120,3,11,2022-01-16,0.40,1,175,7,
42551798,Brussels City Center - Up to 8 people,102877358,Cédric,,Bruxelles,50.84826,4.35806,Entire home/apt,149,2,95,2022-06-12,3.90,21,31,70,
42557278,"Au sommet de BXL, 3ch, pour 8, wifi, Netflix, park",31913887,Eric,,Uccle,50.81347,4.33712,Entire home/apt,170,5,28,2022-06-06,1.41,1,109,21,
42619062,Grand Appartement Jourdan EU,72482149,Patryk,,Etterbeek,50.83248,4.38625,Entire home/apt,204,2,4,2022-05-29,0.38,1,302,4,
42628293,Magnifique Studio á proximité de la gare du midi!,49156068,Taoufik,,Anderlecht,50.83956,4.33303,Entire home/apt,60,2,11,2022-04-11,0.63,2,250,8,
42630407,Elegant and eclectic artist residence,11232114,Uschi,,Bruxelles,50.85228,4.34671,Entire home/apt,95,3,31,2022-06-06,1.33,2,322,24,
42634348,Central cosy appartment,339644160,Camille,,Bruxelles,50.84805,4.37766,Entire home/apt,56,4,5,2022-05-17,0.18,1,93,2,
42660038,Suite Double,335786823,Hotel Manos Premier,,Saint-Gilles,50.82838,4.35573,Private room,343,1,0,,,3,350,0,
42676069,Flagey cosy appartement! Great Location!,29169336,Roderic,,Ixelles,50.82733,4.37614,Entire home/apt,210,2,3,2022-04-18,0.36,1,177,3,
42676866,Cosy modern loft in lush garden with swimming pool,4900749,Muriel,,Jette,50.87797,4.32615,Private room,55,2,0,,,1,102,0,
42679509,Luxury & Elegant Duplex in famous Avenue Louise,339812111,John-Alexander,,Bruxelles,50.82267,4.36972,Entire home/apt,450,1,0,,,1,365,0,
42686312,Logement Luxueux privatif à 2 pas de la GrandPlace,340035734,Alice,,Bruxelles,50.84752,4.34509,Entire home/apt,85,1,202,2022-06-12,7.36,1,250,98,
42709917,Appartement très spacieux et lumineux,340203591,Jeniffer,,Koekelberg,50.86311,4.31603,Entire home/apt,46,1,4,2020-07-05,0.14,1,166,0,
42714706,Grande Chambre lumineuse à côté du parc Josaphat,209885728,Gauthier,,Schaerbeek,50.86119,4.38332,Private room,41,6,12,2022-06-11,1.06,1,364,12,
42736374,"Uccle, Pavillon Vert",243579869,Amaury,,Uccle,50.77413,4.36771,Entire home/apt,139,1,47,2022-06-12,2.21,1,203,23,
42754205,Welcome to Penny in Brussels,189315430,Daphné,,Bruxelles,50.85597,4.35387,Entire home/apt,46,30,3,2021-10-09,0.14,24,73,2,
42761129,Chambre Hypercentre Bruxelles,120773016,Jean-Philippe,,Bruxelles,50.84976,4.3525,Private room,38,2,131,2022-06-13,5.41,1,84,105,
42761798,Nice Apartment Louise/Flagey/Châtelain area,9782745,Charlotte,,Ixelles,50.82762,4.36671,Entire home/apt,65,90,137,2021-11-06,5.07,2,131,41,
42786570,Appartement chaleureux et super bien situé,30419121,Christophe,,Ixelles,50.83167,4.3698,Entire home/apt,103,2,20,2022-06-06,2.80,1,335,20,
42787178,Superbe studio lumineux au cœur de Bruxelles (E.U),340775073,Franck,,Schaerbeek,50.84745,4.39722,Entire home/apt,55,1,14,2022-04-19,0.58,1,78,11,
42788608,Chambre à deux pas de l’avenue de la Toison d’Or,5783019,Aicha & Youcef,,Ixelles,50.83596,4.36596,Private room,70,2,0,,,1,0,0,
42808740,Joli studio dans un nouveau complexe immobilier,143997220,David,,Anderlecht,50.82575,4.30781,Entire home/apt,65,2,10,2021-12-26,0.44,1,0,4,
42823045,caddy,231980896,Zahed,,Uccle,50.80183,4.33113,Shared room,250,2,0,,,1,0,0,
42825483,Cosy flat in the very heart of Flagey,23647671,Laurence,,Ixelles,50.82922,4.37056,Entire home/apt,60,1,7,2021-01-25,0.35,1,0,0,
42827214,Bright Room Close Expo Brussels Expo and Atomiun,164425949,Cinara,,Bruxelles,50.89537,4.32811,Private room,34,1,43,2022-06-01,2.07,1,0,38,
42827500,Modern duplex with garden,53648434,Katharina,,Forest,50.80803,4.33203,Entire home/apt,124,2,7,2022-05-22,0.32,2,301,4,
42827778,Superbe appartement Bruxellois,5643195,Marine,,Saint-Gilles,50.82411,4.34829,Entire home/apt,80,2,0,,,1,12,0,
42828138,High-end furnished apartments in the heart of BXL,340899784,IRIS Residence,,Bruxelles,50.84651,4.359,Entire home/apt,145,3,35,2022-05-30,1.60,1,83,32,
42829650,° Magnolia House °,341104866,Stéphanie,,Etterbeek,50.83737,4.38644,Entire home/apt,183,2,35,2022-06-05,1.45,2,126,24,
42829827,"Double Room close from ""Louise"" District",341102274,Zoom Hotel,,Bruxelles,50.83243,4.35976,Private room,214,1,97,2022-06-06,10.25,1,362,97,
