id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
539652494580633051,Budget room twin - Value Stay Brussels Expo,130414928,Value Stay,,Bruxelles,50.90471,4.35264,Entire home/apt,114,1,1,2022-03-26,0.37,9,238,1,
539668393201274588,Best value room twin - Value Stay Brussels Expo,130414928,Value Stay,,Bruxelles,50.90555,4.35282,Entire home/apt,133,1,0,,,9,248,0,
539659525479604563,Budget room double - Value Stay Brussels Expo,130414928,Value Stay,,Bruxelles,50.90486,4.3527,Entire home/apt,114,1,0,,,9,222,0,
16370312,Grande Maison avec jardin / Sud de Bruxelles,44743837,Florent,,Uccle,50.77063,4.3225,Entire home/apt,85,4,10,2021-08-13,0.15,1,16,2,
2352,"Triplex-2chmbrs,grande sdb,terrasse= tous confort",2582,Oda,,Molenbeek-Saint-Jean,50.85702,4.30771,Entire home/apt,95,2,21,2022-03-25,0.21,2,215,6,
2354,COURT/Long- 1chmb+1salon+sdd+terras,2582,Oda,,Molenbeek-Saint-Jean,50.85709,4.30757,Entire home/apt,74,2,5,2022-05-27,0.07,2,304,3,
938771,Loft Apartment near Tour & Taxis,101192,Eve,,Bruxelles,50.87224,4.34684,Entire home/apt,106,3,222,2022-06-13,2.00,1,297,41,
539691452326933931,Executive room double - Value Stay Brussels Expo,130414928,Value Stay,,Bruxelles,50.9053,4.35462,Entire home/apt,157,1,0,,,9,245,0,
952213,"Luminous, Modern & Design Flat in the City Center!",5168736,Luca,,Saint-Josse-ten-Noode,50.85504,4.36895,Entire home/apt,109,3,357,2022-05-29,3.65,5,95,41,
48180,Top Apart/location 0 default 2rooms,219560,Ahmet,,Woluwe-Saint-Pierre,50.83771,4.40707,Entire home/apt,200,2,0,,,1,365,0,
52796,Bright apartment in Ixelles/Louise,244722,Pierre,,Ixelles,50.83362,4.36057,Entire home/apt,74,5,105,2020-02-28,0.76,1,297,0,
956076,"quiet area, easy communications",5195596,Martine,,Forest,50.81678,4.343,Entire home/apt,58,2,121,2022-06-12,1.10,1,193,35,
2066291,"Paradise in the city, universities and EU nearby",10568949,Katleen,,Ixelles,50.82105,4.38366,Private room,38,2,33,2022-05-28,0.70,1,0,10,
957524,Nice duplex with private garden,5207743,Carine & Her Sister,,Saint-Josse-ten-Noode,50.85397,4.37615,Entire home/apt,60,3,325,2022-06-06,2.88,1,21,38,
964913,Comfortable studio near Mérode & Montgomery,995442,Julien,,Etterbeek,50.83335,4.40382,Entire home/apt,62,1,118,2022-04-01,1.05,11,312,17,
80257,New-York,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,95,1,7,2021-12-05,0.06,16,320,3,
80320,Médina,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,85,1,66,2022-05-29,0.49,16,338,4,
80373,Villa Romaine,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,89,1,7,2022-05-14,0.09,16,330,1,
2087937,Flat in Brussels,7881364,Valeska,,Saint-Josse-ten-Noode,50.85021,4.37201,Entire home/apt,59,2,212,2022-04-08,2.06,1,176,17,
96293,Grand Famille Luxe,433586,Kristella/Francesco,,Anderlecht,50.84053,4.3363,Entire home/apt,135,1,52,2022-04-10,0.38,16,310,4,
96642,Violetta,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,70,1,26,2021-05-09,0.19,16,280,0,
967338,quiet-charming room(sgl or cpl)30M2,5277485,Martine,,Woluwe-Saint-Lambert,50.8478,4.43279,Private room,40,21,4,2018-07-05,0.04,2,274,0,
972913,Bright & Luxury apt on Louise Ave.,9463457,Valerio,,Bruxelles,50.82587,4.36428,Entire home/apt,145,4,166,2022-02-05,1.47,3,278,9,
982587,Studio between EU & Central Station,995442,Julien,,Bruxelles,50.84814,4.36796,Entire home/apt,61,1,132,2021-09-17,1.50,11,35,12,
96694,Mimosa,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,91,1,40,2022-06-12,0.31,16,308,5,
2144363,"Large room Etterbeek,kitchen&bathroom.Please VAX!",10933904,Cendre,,Etterbeek,50.83484,4.3911,Private room,40,1,93,2022-02-19,0.94,2,257,4,
97740,A la Villa des Roses Voltaire B&B,517059,Benoît,,Schaerbeek,50.87048,4.37904,Hotel room,95,2,3,2016-05-26,0.02,2,165,0,
985143,Room in the heart of Ixelles EUarea,5312569,Florian,,Ixelles,50.8374,4.36335,Private room,46,1,341,2021-12-03,3.03,1,0,17,
992573,Large house & garden - back room,1823420,Vincent,,Woluwe-Saint-Lambert,50.86149,4.42712,Private room,55,3,102,2022-06-05,0.94,3,355,6,
97768,Charming & cosy B&B in Uccle.,510480,Françoise,,Uccle,50.80688,4.33337,Private room,75,7,2,2021-06-30,0.06,2,119,1,
2191342,B&B Villa Voltaire Bruxelles. Superbe duplex.,517059,Benoît,,Schaerbeek,50.8704,4.37707,Private room,95,2,4,2019-08-25,0.06,2,165,0,
106677,Charming Flat/Studio with garden.,510480,Françoise,,Uccle,50.80657,4.33571,Entire home/apt,85,3,1,2019-09-30,0.03,2,319,0,
1007943,GET TO SEE BRUSSELS AS WE LIKE IT!,4259852,Amaryllis,,Bruxelles,50.83825,4.34146,Entire home/apt,51,3,358,2022-05-31,3.26,1,91,33,
1012058,At Mafalda's: small cosy apartment,5567205,Zoé,,Etterbeek,50.82972,4.38636,Entire home/apt,55,2,17,2022-05-29,0.15,1,66,1,
118707,"Appart. ""Sydney""",433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,100,1,45,2020-01-06,0.33,16,334,0,
2205147,Sunny and Spacious (St-Gilles),10741794,Sidney,,Saint-Gilles,50.82889,4.33292,Entire home/apt,70,5,80,2022-01-14,0.80,1,159,3,
130097,Very close to Grand'Place,641036,Pascal,,Bruxelles,50.84581,4.35008,Hotel room,95,2,98,2022-06-01,0.73,2,261,59,
134357,"Gare du Midi - Appart.  ""Florence""",433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,70,1,23,2022-05-07,0.24,16,291,8,
1012995,Independent and renovated studio,121049202,Romain,,Ixelles,50.81589,4.39365,Entire home/apt,54,4,61,2022-04-29,0.55,1,270,11,
1017600,Luxury house in Brussels (300m2),5600111,Stephan,,Watermael-Boitsfort,50.81149,4.39539,Entire home/apt,320,5,20,2018-08-22,0.18,1,333,0,
1021068,Very beautiful penthouse downtown,3154450,Anna,,Bruxelles,50.85588,4.34619,Entire home/apt,150,2,2,2013-06-10,0.02,1,176,0,
134361,"Gare du Midi - Appart.  ""Lilas""",433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,100,1,26,2022-06-01,0.23,16,305,7,
134504,"Gare du Midi - Appart.  ""Villarosa""",433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,86,1,21,2022-03-26,0.16,16,308,1,
2205932,CHARMING&COSY FLAT near EU quarter,11254551,Claire,,Etterbeek,50.83465,4.39492,Entire home/apt,109,3,1,2019-01-01,0.02,1,257,0,
134581,Big Family / Grande famille 2,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,120,1,91,2022-06-04,0.68,16,314,14,
148114,"Gare du Midi - Appart.  ""Savane""",433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,95,1,13,2019-07-16,0.10,16,284,0,
1039139,Historic Townhouse Apartment in Jardin Aux Fleurs,3823435,Stefan,,Bruxelles,50.84716,4.34013,Entire home/apt,105,2,364,2020-03-10,3.29,1,76,0,
1047270,Minimalist Loft in Coveted Place du Chatelain Neighborhood,1928242,Hernan,,Bruxelles,50.82544,4.3656,Entire home/apt,82,3,89,2022-05-22,0.87,1,282,6,
1052516,BRIGHT APART HISTORIC CENTER BXL,4302302,Anais,,Bruxelles,50.85327,4.3448,Entire home/apt,55,7,12,2015-09-13,0.11,1,0,0,
148797,Big appt 3 bedroom with Garden,717733,Grégoire,,Etterbeek,50.83063,4.38619,Entire home/apt,150,5,14,2019-07-19,0.13,1,322,0,
2240387,"Cosy and quiet appt, 2bedrooms 90m2",11440559,Jérémie+Virginie,,Forest,50.820250376839006,4.340653487252193,Entire home/apt,114,4,27,2022-06-12,0.27,1,14,1,
159836,"Duplex, typisch Brussels herenhuis.",766382,Lucile,,Schaerbeek,50.87457,4.38316,Entire home/apt,59,3,154,2022-05-27,1.89,2,136,23,
166510,1-bedroom Apartment  in EU District,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Entire home/apt,161,1,11,2022-04-19,0.08,7,333,1,
184201,"Nice Guesthouse, near the center!!!",883668,Nicolas,,Bruxelles,50.83884,4.36366,Private room,67,1,732,2022-06-10,5.62,1,327,47,
1056207,Maison avec jardin a Bruxelles,4310003,Home,,Woluwe-Saint-Lambert,50.84766,4.41977,Entire home/apt,98,121,0,,,4,80,0,
1080200,Stylish Loft Flat in Secured Condominium,4588135,Filip,,Saint-Gilles,50.83732,4.33809,Entire home/apt,55,3,582,2022-05-02,5.29,1,227,37,
1092072,Flat Louise Flagey Ponds XL Cambre,5770642,Jakob,,Ixelles,50.82275,4.37179,Private room,65,10,5,2017-04-27,0.05,3,153,0,
1101677,"Cosy room, City Center & close to EU institutions",5168736,Luca,,Saint-Josse-ten-Noode,50.85416,4.36871,Private room,46,2,123,2022-05-26,1.30,5,33,20,
196623,LOFT JAMAR BRUXELLES GARE DU MIDI,957771,Sylvain,,Anderlecht,50.84,4.33689,Entire home/apt,100,1,205,2022-05-08,1.58,1,307,13,
198943,"Design studio with garden, Brussels",971770,Antoine,,Ixelles,50.82583,4.36798,Entire home/apt,70,3,173,2020-04-10,1.33,1,73,0,
200385,Bright and Charming Apartment with sunny terrace!,624176,Daan,,Saint-Gilles,50.8264,4.34247,Entire home/apt,83,2,277,2022-06-11,3.21,1,34,82,
1109501,"Nice room, double bed (1.40m) and living space",6090313,Marianne,,Uccle,50.78369,4.33299,Private room,24,1,138,2022-06-06,1.25,3,296,30,
268652,Contemporary Art Flat in Centre,1408080,Luc,,Bruxelles,50.852,4.34017,Entire home/apt,83,1,274,2022-05-16,2.17,1,251,39,
1122398,"Flat Flagey La Cambre, Av Louise",5770642,Jakob,,Ixelles,50.82411,4.36982,Private room,60,60,2,2019-08-14,0.02,3,153,0,
2281629,Luxury Louise - Stéphanie home,3934484,Jan,,Saint-Gilles,50.82893,4.35443,Entire home/apt,85,20,93,2022-04-30,0.92,1,137,6,
1122489,Flat Etang XL La Cambre Av Louise,5770642,Jakob,,Ixelles,50.82474,4.37143,Private room,65,20,2,2016-10-09,0.02,3,111,0,
269844,Beautiful apartment near EU offices,1171205,Elena,,Bruxelles,50.84584,4.37564,Entire home/apt,110,2,64,2022-06-05,0.50,2,83,6,
2350491,charming and spacious appartement,11971197,Bruno,,Auderghem,50.81358,4.43233,Entire home/apt,63,2,76,2021-08-01,0.86,1,219,3,
293138,Amazing Suite in EU District,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Private room,140,1,61,2022-05-12,0.51,7,332,4,
293230,1-Bedroom Apartment in EU District,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Entire home/apt,160,1,43,2022-04-18,0.40,7,315,1,
1137396,"100m2+terrasse. Bright, super nice.",6238937,Philippe,,Schaerbeek,50.87448,4.3864,Entire home/apt,66,28,0,,,1,211,0,
1139182,Bel Appartement à Flagey Ixelles,6248468,Ana,,Ixelles,50.82629,4.36958,Entire home/apt,85,2,48,2021-10-15,0.43,1,257,2,
1139899,studio ensoleillé sud Bruxelles/quartier vert,6251871,Yves,,Forest,50.80422,4.31804,Entire home/apt,39,92,11,2020-02-17,0.10,3,320,0,
293280,Elegant Studio-Flat in EU District,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Private room,140,1,94,2022-03-26,0.96,7,333,2,
293281,Cute private suite in EU District,674142,RAS Residence,,Bruxelles,50.84603,4.37422,Private room,110,1,94,2022-05-29,0.76,7,336,4,
2389665,Studio Schaerbeek à 10' de l' UE,12206842,Amélie,,Schaerbeek,50.85671,4.37804,Entire home/apt,50,6,1,2021-08-31,0.10,1,287,1,
302472,Brussels EU Uptown charming modern!,71215,Ariane,,Ixelles,50.81523,4.35168,Entire home/apt,95,5,7,2019-04-23,0.08,1,319,0,
1155898,sud Bruxelles - studio long séjour,6251871,Yves,,Forest,50.80443,4.31996,Entire home/apt,39,92,2,2016-10-17,0.02,3,228,0,
1165927,SPLENDID LUX&COSY ROOM,2912330,Astrid,,Saint-Gilles,50.82387,4.34951,Entire home/apt,60,3,73,2022-05-15,0.67,1,301,11,
1178801,"quiet and charming room, 2sd floor",5277485,Martine,,Woluwe-Saint-Lambert,50.84556,4.43337,Private room,27,30,9,2018-06-21,0.08,2,0,0,
1182708,Quiet duplex on leafy street,1185087,Aimee,,Ixelles,50.82873,4.36946,Entire home/apt,95,18,1,2013-07-01,0.01,1,0,0,
2408595,"Bright, trendy arty, huge (100m) in front the parc",12311636,Manon,,Forest,50.82273,4.33281,Entire home/apt,72,3,19,2021-07-05,0.19,1,0,1,
1184497,Grand Place Central Station Waouw!,6478789,Laurent,,Bruxelles,50.84581,4.35616,Entire home/apt,65,180,50,2019-08-03,0.47,1,345,0,
1184573,"Appartement ""Lisa"" - Gare du Midi",433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,110,1,81,2022-04-18,0.85,16,281,5,
314962,"Room in Eco-House Near NATO, EU + Airport",1617667,Anne,,Schaerbeek,50.86123,4.39387,Private room,45,5,10,2022-05-31,0.08,2,73,3,
1184619,Duplex apartment,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,125,1,200,2022-05-15,1.90,16,312,5,
2423563,Quiet apartment near Midi Station,12384813,Mina Et Said,,Anderlecht,50.83921,4.33027,Entire home/apt,55,2,365,2021-09-20,3.62,1,257,5,
1188066,Loft near place flagey,6461047,Aflalo,,Etterbeek,50.82925,4.38107,Entire home/apt,79,3,19,2022-05-29,0.19,1,0,5,
1192448,Big family 3 - Luxe,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,204,1,34,2022-05-02,0.32,16,304,8,
334945,CENTENAIRE EXPO BRUSSELS ATOMIUM,1705823,Le Centenaire,,Bruxelles,50.88993,4.34612,Private room,65,1,2,2019-07-10,0.05,2,0,0,
1192753,Stylish Air-conditioned  StudioSuite Grand Place 2,5932843,Hans,,Bruxelles,50.84946,4.35416,Entire home/apt,135,3,64,2022-06-03,1.02,4,287,13,
1197083,"Beautiful flat, central location",6540102,Liam,,Saint-Gilles,50.82524,4.35395,Entire home/apt,77,4,137,2019-12-25,1.25,3,0,0,
1200538,Paris theme Apt-Brussels Midi Station & Center,433586,Kristella/Francesco,,Anderlecht,50.83992,4.33636,Entire home/apt,100,1,116,2022-02-20,1.10,16,292,4,
348575,Duplex first floor - Brussels,1764707,Marcelo,,Bruxelles,50.84902,4.3653,Entire home/apt,86,5,208,2022-06-09,1.70,3,255,9,
348607,Duplex design in downtown,1764707,Marcelo,,Bruxelles,50.84731,4.36337,Entire home/apt,60,6,183,2022-04-30,1.48,3,224,12,
2475235,BIIIIIG & beautiful @Louise/SABLON,9628959,Alin,,Saint-Gilles,50.83384,4.35325,Private room,48,1,631,2022-06-10,6.53,8,295,25,
362046,"APART BRUSSELS TYPICALLY  ""JEFF""",1829845,Etienne,,Bruxelles,50.84302,4.35085,Entire home/apt,130,3,6,2016-02-15,0.05,3,0,0,
378953,Large house & garden front room,1823420,Vincent,,Woluwe-Saint-Lambert,50.86206,4.4274,Private room,45,3,47,2022-06-01,0.42,3,347,8,
1212814,APPARTEMENT ENTIER CENTRE BRUXELLES  DIXMUDE 27,6620396,Louis,,Bruxelles,50.85574,4.34643,Entire home/apt,80,2,42,2021-05-24,0.49,1,227,0,
1216639,Bright studio near Central Station,995442,Julien,,Bruxelles,50.84833,4.36799,Entire home/apt,60,1,135,2022-05-28,1.37,11,48,15,
1237447,Grand Place Apart,1764707,Marcelo,,Bruxelles,50.84861,4.35703,Entire home/apt,85,4,420,2022-06-07,3.86,3,303,18,
2499197,Amazing loft @ great Chatelain,876633,Nicolas,,Ixelles,50.82436,4.3578,Entire home/apt,150,91,36,2019-12-07,0.36,4,363,0,
1241604,Cosy studio in city center close to Grand Place!,6767876,Jan,,Bruxelles,50.85669,4.35469,Private room,42,2,144,2022-06-05,1.59,2,24,35,
1248982,Modern Flat Stunning Brussels Views,6805921,Diego,,Etterbeek,50.83821,4.40253,Entire home/apt,95,91,30,2016-12-11,0.28,1,287,0,
378955,A nice & green place for a long stay,1823420,Vincent,,Evere,50.8619,4.42555,Entire home/apt,60,14,9,2022-05-08,0.07,3,276,1,
385698,B&B Welcome to my place -1,199370,Erick,,Saint-Josse-ten-Noode,50.85361,4.36762,Private room,94,1,5,2019-04-21,0.07,1,313,0,
405932,Sunshine B&B Brussels - Chatelain,2023289,Jacques & Françoise,,Ixelles,50.82071,4.35525,Private room,58,2,121,2022-06-06,1.02,1,267,20,
407328,New place next to Midi Station,876633,Nicolas,,Saint-Gilles,50.83421,4.33577,Entire home/apt,73,90,263,2020-02-18,2.12,4,179,0,
2517831,Charming studio room,12890211,Christophe,,Koekelberg,50.86413,4.32045,Private room,35,14,22,2022-04-03,0.22,1,210,3,
417906,Lovely Penthouse in Le Châtelain,49148630,Sandra,,Ixelles,50.81981,4.35949,Entire home/apt,85,2,76,2022-06-07,0.62,1,38,28,
1254359,Nice room in Saint-Gilles (Bruxelles-Midi),1870631,Catherine,,Saint-Gilles,50.83282,4.3384,Private room,33,1,239,2018-09-23,2.32,1,226,0,
1255845,Joli appart terrasse ,6840814,Anne-Aymone,,Saint-Gilles,50.82456,4.34105,Entire home/apt,65,4,73,2019-05-10,0.70,1,110,0,
1281585,Easy Access to anywhere in Brussels,6973611,Fiona Hsiao-Fang,,Etterbeek,50.83076,4.39729,Private room,29,6,88,2021-09-11,0.88,2,59,1,
429409,TOUR & TAXIS 1 + FREE PARKING,2126739,Rocío & Ward,,Molenbeek-Saint-Jean,50.86311,4.34463,Entire home/apt,60,5,370,2022-04-27,3.02,6,47,3,
441012,Altitude 100,2188987,Elvira,,Forest,50.81568,4.33865,Entire home/apt,70,3,93,2022-05-28,0.82,2,205,2,
443355,"Stay @Bohemian heart BXL, in spacious comfort",2188995,Veronica,,Saint-Gilles,50.83212,4.34993,Private room,32,30,17,2019-10-28,0.14,3,164,0,
2527721,"City center, sunny & spacious 2 bedroom apartment",10320461,Axelle,,Bruxelles,50.85093,4.34134,Entire home/apt,85,2,451,2022-06-03,4.56,2,140,57,
448217,"Nice small B&B single room, private bathroom",2226232,Anne,,Saint-Gilles,50.82862,4.35048,Private room,50,3,506,2022-06-08,4.13,1,81,23,
489081,Family stay @ bohemian heart BXL,2188995,Veronica,,Saint-Gilles,50.83131,4.34995,Entire home/apt,85,14,5,2020-01-01,0.04,3,99,0,
1282520,Near Metro Station Thieffry -  Line 5,6973611,Fiona Hsiao-Fang,,Etterbeek,50.83076,4.39729,Private room,33,5,26,2022-01-30,0.31,2,63,4,
1300465,City house near downtown Brussels,3277945,Elodie,,Schaerbeek,50.85915,4.3831,Entire home/apt,120,4,28,2022-04-08,0.29,1,11,4,
1316203,Bright & New apt in E.U. district,876633,Nicolas,,Etterbeek,50.83913,4.38157,Entire home/apt,65,95,54,2020-02-01,0.51,4,175,0,
510929,Room for one under the roof,2210824,Carine,,Saint-Josse-ten-Noode,50.85411,4.37615,Private room,34,3,291,2022-06-05,2.40,1,41,36,
2533747,3 belles chambres privées dans ma villa très calme,10862281,Fabienne,,Auderghem,50.81591,4.42069,Private room,46,2,101,2021-12-14,1.01,3,305,6,
516715,"APART BRUSSELS TYPICALLY ¨MATHILDE""",1829845,Etienne,,Bruxelles,50.84312,4.35243,Entire home/apt,105,2,42,2015-11-29,0.34,3,0,0,
540081,Boutique Gardens Brussels,2653911,"Françoise, Maurice",,Ixelles,50.81671,4.35486,Entire home/apt,160,4,32,2022-05-29,0.38,1,264,6,
540234,Lovely apart + terrace in Matonge,2654837,Aurore,,Ixelles,50.83601,4.3648,Entire home/apt,72,6,151,2022-05-15,1.32,2,285,20,
1322759,"Beautiful appartment, 3 bedrooms, garden.",7180341,Cécile,,Forest,50.8195,4.34577,Entire home/apt,95,6,31,2022-04-10,0.28,1,265,4,
1323374,Modern & cozy penthouse in centre,995442,Julien,,Bruxelles,50.84972,4.36721,Entire home/apt,53,1,93,2020-09-15,1.08,11,11,0,
1341985,Garden Brussels Centre,3845557,Remco,,Ixelles,50.83484,4.36703,Entire home/apt,80,2,43,2017-05-28,0.40,1,6,0,
2534807,Brussels Nice privates rooms in my villa,10862281,Fabienne,,Auderghem,50.81563,4.42073,Private room,35,2,102,2022-04-01,1.02,3,292,8,
1353843,Av. Louise Superb 120m² Garden Flat,7345304,Romain,,Saint-Gilles,50.83208,4.35263,Entire home/apt,120,6,28,2019-11-01,0.26,1,250,0,
1359977,A countryside air close frome EU,6672146,Laetitia,,Etterbeek,50.83195,4.38793,Private room,45,100,6,2016-01-02,0.07,1,282,0,
1391608,"Green Hous in Town, calm and central (White Room)",7141707,Virginie & Laurent,,Bruxelles,50.85278,4.34706,Private room,62,90,363,2020-02-28,3.37,3,193,0,
541182,Central Bird's Nest Apartment with Panoramic City Views,2504586,Jean,,Bruxelles,50.85874,4.34998,Entire home/apt,94,4,370,2022-06-13,3.10,5,275,49,
605265,B&B   APARTEMENT  D  HOTE  250 m²,1829845,Etienne,,Bruxelles,50.84281,4.35232,Private room,164,2,1,2012-08-22,0.01,3,365,0,
2548802,HUUUUUGE & Beautiful @Louise/SABLON,9628959,Alin,,Bruxelles,50.83502,4.35326,Private room,51,1,606,2022-06-03,6.22,8,302,20,
623192,Cute flat down town Brussels,3090043,Amélie,,Bruxelles,50.84387,4.34906,Entire home/apt,60,3,232,2022-05-23,1.94,2,164,23,
623256,Room down town Brussels,3090043,Amélie,,Bruxelles,50.84172,4.34894,Private room,45,5,49,2022-06-09,0.51,2,147,29,
659834,Loft-Atelier d'artistes,2996959,Hervé,,Bruxelles,50.84724,4.34033,Entire home/apt,70,3,34,2022-06-12,0.29,2,312,17,
1415158,"Center, spacious, quiet street 1-8p",7563348,Ataur,,Bruxelles,50.85343,4.35111,Entire home/apt,98,2,346,2022-06-12,3.42,2,165,37,
1443326,Proximité Atomium - 2 chambres,4198807,Olivier,,Bruxelles,50.87445,4.34383,Entire home/apt,105,2,63,2020-08-08,0.59,1,257,0,
1459052,Cosy and comfortable apartement.,7821832,Emmanuel,,Etterbeek,50.83109,4.38782,Entire home/apt,50,5,118,2022-03-27,1.09,1,197,2,
2575726,Big house with garden in trendy XL,11837367,Julie,,Ixelles,50.83247,4.37117,Entire home/apt,289,4,8,2018-07-10,0.08,1,25,0,
1491088,Apartment in the center of Brussels,7971502,Melody,,Ixelles,50.81794,4.38478,Entire home/apt,89,2,16,2021-10-10,0.16,1,0,7,
1513672,Karibu! Cosy 70m² furnished apartment.,8082639,Phil,,Etterbeek,50.83021,4.39907,Entire home/apt,89,5,14,2021-09-05,0.15,2,341,1,
666495,"NY Style basement studio, Brussels",3369813,Jeroen,,Anderlecht,50.83392,4.32795,Private room,81,2,29,2020-03-14,0.25,1,106,0,
678139,Cosy 90 m2 duplex + private garden in Ixelles,3449982,Laetitia,,Ixelles,50.83195,4.36246,Entire home/apt,90,10,31,2022-05-14,0.81,4,10,5,
688398,"Studio flat in St Gilles, Brussels",3506931,Adam,,Saint-Gilles,50.83202,4.34506,Entire home/apt,55,14,98,2022-04-30,0.83,1,179,8,
1525149,tres bel appartement 2 chambres,8137554,Sylvestre,,Saint-Gilles,50.83278,4.34228,Entire home/apt,60,3,83,2022-01-09,0.99,1,226,16,
1541871,PRIVATE BATHROOM -Amazing view,3472841,Virginie,,Ixelles,50.81667,4.36898,Private room,60,3,165,2022-06-04,1.54,2,321,3,
701220,"Appart plein de charme, bien situé",102116,Isabelle,,Forest,50.81891,4.32694,Entire home/apt,70,2,4,2022-02-25,0.52,1,285,4,
2584960,"Semi-studio, 2nd floor, 40m²",13234621,Maarten,,Schaerbeek,50.85674,4.37278,Private room,23,28,14,2022-03-31,0.14,5,178,3,
702465,2 BEDROOM APARTMENT IN BRUSSELS,3275907,Patrick,,Anderlecht,50.84114,4.3364,Entire home/apt,125,5,204,2022-06-05,1.74,1,11,14,
715861,Brussels' most amazing house (5 rooms/4 bathrooms),3688775,Lily,,Molenbeek-Saint-Jean,50.84902,4.29001,Entire home/apt,200,92,36,2018-04-08,0.31,1,100,0,
1591834,Flagey bright charming 2 bedroom apt with a view!,7975542,Monica,,Ixelles,50.82918,4.37223,Entire home/apt,80,91,144,2020-03-07,1.35,1,362,0,
1599393,Appartement cosy Woluwé-St-Lambert,8123156,Maria,,Woluwe-Saint-Lambert,50.8491,4.43415,Entire home/apt,40,3,8,2021-09-07,0.11,1,322,2,
1631767,"studio brussels
1 month=28% disc",8669957,Yves,,Bruxelles,50.8585,4.35198,Entire home/apt,55,15,25,2022-03-03,0.24,1,332,2,
1659302,"Charming small studio, Grand Place",7563348,Ataur,,Bruxelles,50.85235,4.35229,Entire home/apt,39,2,302,2022-06-01,2.86,2,3,28,
746595,Unique lodging - garden + free parking - Brussels,3917867,Hugues,,Forest,50.821,4.32819,Entire home/apt,116,2,143,2022-05-22,1.26,1,232,24,
753573,B&B Berlaymont - EU area,3925484,Madeleine,,Bruxelles,50.84868,4.38655,Private room,46,1,119,2022-05-22,1.06,1,312,10,
767742,Your Place In Brussels with garden,4049481,Claudio,,Saint-Gilles,50.83283,4.34078,Entire home/apt,80,1,10,2013-07-21,0.09,1,134,0,
1696751,Triplex authentique au coeur de BXL,6099302,Celine,,Schaerbeek,50.85319,4.38245,Entire home/apt,90,23,4,2017-09-24,0.04,2,0,0,
2585315,"Semi-studio, 1st floor, 25m²",13234621,Maarten,,Saint-Josse-ten-Noode,50.85642,4.3724,Private room,18,28,7,2020-06-30,0.07,5,230,0,
1698104,Steph & Ju's Place -  Modern & Bright 5 Bdm House,722244,Julien,,Uccle,50.81305,4.33516,Entire home/apt,214,10,2,2021-11-01,0.20,1,1,2,
785852,spacious apt in central brussels,3584896,Luna,,Bruxelles,50.85042,4.34298,Entire home/apt,73,3,10,2015-10-09,0.09,1,0,0,
796035,Apartment in trendy Chatelain area,4193092,Helena,,Ixelles,50.82321,4.35766,Entire home/apt,120,2,5,2022-05-19,0.70,1,306,5,
796763,Romantic studio flat in centre (EU),995442,Julien,,Bruxelles,50.84762,4.36807,Entire home/apt,58,1,160,2022-05-16,1.39,11,50,25,
1702608,Room with private bathroom BXL,3489240,Marine & Brigitte,,Evere,50.87274,4.39809,Private room,60,2,17,2021-11-15,0.20,1,292,1,
2588777,"Au @ de la ville, au @ de la vie !",13254767,Julien,,Ixelles,50.82723,4.37098,Entire home/apt,65,2,39,2022-05-20,0.41,1,159,17,
1748384,Room under the roof street side,9200458,Micheline,,Ixelles,50.8184,4.38404,Private room,55,1,21,2022-05-15,0.23,2,0,2,
1748386,Apartment in an old piano factory,6602487,Clara,,Woluwe-Saint-Pierre,50.83346,4.41301,Entire home/apt,40,180,7,2021-04-27,0.07,1,350,0,
796995,Superb 70m² flat + garden near EU,995442,Julien,,Bruxelles,50.84896,4.36601,Entire home/apt,80,1,144,2022-05-29,1.40,11,47,10,
797022,"Charming, Central & Quiet 50m² flat",995442,Julien,,Bruxelles,50.84816,4.36599,Entire home/apt,70,1,206,2022-05-29,2.00,11,53,35,
797781,EU neighborhood : Super studio !,4200514,Benedicte,,Bruxelles,50.84799,4.38788,Private room,34,3,45,2020-01-03,0.39,2,166,0,
